Usia,Pendapatan_Bulanan,Lama_Bekerja_Tahun,Jumlah_Tanggungan,Skor_Kredit_Internal,Jumlah_Pinjaman_Diminta,Rasio_Utang_Pendapatan,Jml_Keterlambatan_Bayar_12bln,Durasi_Pinjaman_Bulan,Tujuan_Pinjaman,Status_Kepemilikan_Rumah,Jenis_Pekerjaan,Pendidikan_Terakhir,Status_Pernikahan,Status_Pinjaman
34,6200000,3,3,625,5000000,50,4,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Bercerai,Macet
32,6600000,0,0,651,3500000,50,3,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
40,7100000,4,2,850,4000000,39,7,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Macet
29,4800000,0,4,514,3500000,50,3,6,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Belum Menikah,Macet
38,6400000,5,4,822,3500000,50,5,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Menikah,Lancar
44,7400000,0,3,300,3000000,50,0,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
44,9800000,0,2,596,5500000,28,1,6,Konsumtif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Lancar
32,5800000,1,3,501,5000000,42,2,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Macet
30,4400000,1,1,823,3500000,16,0,6,Konsumtif,Sewa,Swasta,S2/S3,Bercerai,Lancar
34,8400000,3,2,777,2500000,50,6,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Lancar
46,5900000,4,1,757,2500000,34,3,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Menikah,Lancar
50,8900000,6,1,752,2500000,5,2,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
33,7300000,7,3,850,4500000,5,7,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
46,4900000,1,4,300,2000000,18,5,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Macet
36,6300000,3,0,720,3000000,27,3,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
38,3400000,7,1,850,1500000,32,3,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Macet
26,10400000,0,2,623,2000000,15,2,6,Produktif,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
30,6900000,2,0,402,3500000,45,0,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Lancar
44,8800000,0,0,534,3500000,16,0,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
57,6900000,3,4,468,3500000,18,1,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
39,6600000,3,4,850,3000000,5,0,6,Konsumtif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
42,7700000,5,1,671,5000000,48,3,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Lancar
53,8100000,5,0,749,4500000,27,4,6,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Lancar
35,7500000,1,1,712,5000000,40,5,6,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Macet
39,2600000,0,2,336,2000000,40,3,6,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
30,3900000,4,3,687,4500000,37,1,6,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Macet
39,5400000,1,0,300,7500000,34,0,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Lancar
47,8400000,9,2,850,3500000,13,0,6,Pendidikan,Sewa,Swasta,Diploma/S1,Menikah,Lancar
33,5800000,1,2,441,6000000,37,0,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
27,8900000,3,2,672,1000000,50,5,12,Produktif,Sewa,Pemerintahan,S2/S3,Bercerai,Macet
35,2800000,3,2,697,3000000,50,2,12,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
39,6600000,3,1,598,3500000,50,5,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Lancar
47,7200000,2,1,419,4500000,22,5,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
35,5400000,6,4,698,4000000,18,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Macet
53,2400000,15,2,850,7000000,13,4,12,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Belum Menikah,Lancar
45,6000000,1,0,666,2000000,6,3,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Lancar
40,6600000,2,0,661,3500000,18,0,6,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Macet
23,7300000,1,3,469,4000000,50,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
29,8500000,5,3,686,1500000,50,3,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
43,7100000,0,2,728,4500000,31,1,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Lancar
35,7900000,4,2,850,2000000,48,6,6,Konsumtif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Macet
31,4700000,10,5,850,4000000,50,9,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
38,7000000,7,4,837,5500000,29,0,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
47,8200000,0,2,715,4000000,49,1,12,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Bercerai,Lancar
26,6500000,8,5,772,5000000,50,9,6,Pendidikan,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
36,7200000,8,0,850,2500000,23,4,12,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
50,8600000,4,3,585,3000000,23,4,12,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
24,10200000,1,2,426,3500000,50,3,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Macet
42,4500000,5,3,606,5500000,5,3,12,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
32,5200000,1,1,451,6500000,49,6,6,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
30,4800000,0,2,585,3000000,50,2,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Menikah,Macet
30,11100000,8,1,300,1500000,50,0,12,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Lancar
42,8700000,4,3,850,5500000,50,4,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Macet
43,9900000,8,0,850,2500000,5,2,12,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Macet
18,6900000,4,1,709,5000000,36,0,6,Produktif,Sewa,Pemerintahan,S2/S3,Bercerai,Lancar
36,8500000,3,1,536,4500000,40,1,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
59,1900000,3,5,850,2500000,24,4,6,Pendidikan,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
34,8300000,4,0,782,2500000,50,0,12,Konsumtif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Macet
29,7100000,4,1,693,4500000,50,3,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
29,4900000,6,3,722,2500000,50,3,6,Produktif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Lancar
32,9400000,6,4,765,4000000,50,7,12,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
22,8900000,6,2,657,6000000,50,1,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Macet
38,6300000,13,5,850,3500000,5,1,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Bercerai,Lancar
35,6500000,1,2,761,5000000,21,2,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
40,8100000,5,2,301,4000000,5,9,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
21,10600000,1,3,606,2500000,50,3,12,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
44,8200000,2,1,505,4000000,42,0,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Macet
42,12300000,5,1,737,3500000,19,3,6,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Macet
47,4300000,4,3,850,4500000,30,9,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
37,6300000,9,3,836,1000000,15,1,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
35,8100000,5,3,764,0,50,3,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Menikah,Lancar
46,8700000,6,1,769,3500000,23,1,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
38,6900000,0,0,517,2500000,8,6,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
30,8700000,4,3,793,4500000,37,4,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Macet
34,9000000,2,0,396,3500000,50,6,6,Pendidikan,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
29,6800000,0,1,803,3000000,50,3,12,Konsumtif,Sewa,Swasta,SMA/Sederajat,Bercerai,Macet
45,7300000,4,3,743,4500000,19,2,12,Produktif,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
47,3700000,1,0,663,4500000,36,0,12,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
31,10300000,0,1,607,4500000,18,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
46,6400000,6,1,711,3500000,18,2,6,Pendidikan,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Lancar
29,6000000,4,2,750,1500000,30,3,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
52,7100000,2,4,676,2000000,5,4,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
43,7100000,3,3,544,6000000,5,3,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Lancar
38,3400000,11,5,850,3500000,50,4,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
50,6800000,8,0,850,2000000,23,2,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Macet
36,4400000,0,2,502,4500000,50,2,6,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
48,7000000,5,3,583,2000000,19,10,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Lancar
21,3900000,1,0,734,4000000,34,1,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
32,7300000,8,3,732,4000000,16,1,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
33,5800000,4,1,626,5000000,50,2,6,Produktif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
57,1900000,3,4,507,2000000,5,4,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Lancar
50,6900000,2,1,384,1500000,5,0,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
27,4100000,1,3,424,5000000,50,1,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Macet
29,6400000,1,4,300,3000000,26,0,6,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Macet
26,4900000,10,7,850,5000000,50,3,12,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
42,4000000,2,6,300,4000000,47,4,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Macet
41,4700000,3,0,620,3500000,39,1,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Lancar
42,1300000,0,0,599,3000000,36,0,12,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
37,6600000,1,2,653,1500000,50,5,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Menikah,Macet
46,9700000,6,4,690,4000000,50,9,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
35,6800000,3,1,786,5000000,50,6,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
32,9400000,0,2,659,7000000,34,6,6,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
42,4800000,6,2,850,4000000,36,2,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
34,7900000,0,3,415,3000000,42,1,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
47,3400000,4,1,715,5000000,50,2,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
31,10600000,1,0,726,3000000,50,2,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Menikah,Macet
36,7300000,4,2,686,2500000,50,7,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Macet
39,9300000,5,1,738,3500000,13,1,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
38,11100000,1,0,747,4500000,50,1,12,Konsumtif,Sewa,Wiraswasta,S2/S3,Menikah,Macet
51,7000000,11,4,850,6000000,21,2,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
42,7300000,1,1,665,4500000,50,2,24,Produktif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
58,6400000,1,2,850,5000000,28,2,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
35,6100000,2,3,574,2500000,50,6,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Macet
50,7100000,2,2,711,3500000,8,5,6,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
23,6500000,0,2,752,3500000,50,5,12,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Macet
50,7900000,3,0,753,4500000,6,2,12,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
35,6500000,5,1,721,4500000,50,10,12,Pendidikan,Sewa,Swasta,S2/S3,Menikah,Macet
39,9200000,4,1,726,2000000,19,0,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
50,4000000,3,0,552,3500000,50,1,12,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
34,7200000,3,3,530,3000000,50,6,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Macet
43,4900000,4,0,724,1500000,50,2,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
12,6600000,5,2,582,5000000,50,2,24,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
45,6800000,0,1,663,4500000,12,0,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
34,13200000,0,0,847,4000000,50,5,12,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Macet
26,7100000,0,2,451,4000000,50,4,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
31,6100000,5,2,850,7500000,50,4,12,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
37,6000000,8,2,739,3500000,14,1,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Macet
28,8300000,4,0,389,5500000,22,4,12,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
37,6600000,3,1,598,5000000,45,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
27,5800000,0,0,767,1500000,50,5,12,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
45,6900000,7,5,462,3500000,18,4,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Lancar
27,7100000,3,1,682,5000000,46,1,12,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Lancar
31,5500000,3,2,631,3000000,50,3,12,Pendidikan,Sewa,Pemerintahan,S2/S3,Bercerai,Macet
36,6800000,4,2,662,3500000,50,1,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
35,5900000,5,2,850,3000000,43,5,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
32,10400000,4,4,797,6000000,5,0,12,Produktif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
46,5300000,0,0,626,4000000,18,0,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
31,7800000,7,3,770,6500000,50,3,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Lancar
48,3200000,1,1,449,2500000,6,0,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
19,7900000,4,1,636,3500000,50,0,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Macet
34,8200000,0,3,383,4000000,50,0,6,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
49,10100000,3,1,593,5000000,31,0,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
43,12300000,1,1,452,1500000,34,2,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Lancar
33,4700000,0,1,549,2000000,49,0,12,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Lancar
38,7300000,5,2,740,5000000,49,0,6,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
44,9000000,2,1,412,1000000,22,1,6,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
49,3900000,3,2,685,2500000,5,5,6,Konsumtif,Sewa,Swasta,Diploma/S1,Menikah,Lancar
44,3700000,3,1,730,4500000,31,2,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
46,3200000,4,1,748,5500000,7,2,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Macet
46,7200000,5,3,677,4000000,10,8,12,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
18,8400000,0,1,850,3000000,38,3,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
15,8600000,4,2,674,4000000,34,2,12,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
32,10300000,6,3,723,6500000,10,0,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
34,7200000,7,0,850,6000000,50,6,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Menikah,Macet
30,6500000,1,3,523,5000000,25,0,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Macet
32,6800000,5,3,713,3000000,50,5,6,Pendidikan,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
36,4300000,4,3,558,6000000,14,1,6,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Menikah,Macet
35,6100000,1,1,594,5000000,50,1,12,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Lancar
37,5500000,1,1,670,6500000,46,2,24,Produktif,Sewa,Swasta,Diploma/S1,Bercerai,Lancar
21,9200000,12,2,850,3000000,5,4,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Macet
37,10000000,6,1,850,2000000,27,4,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Macet
39,4700000,1,2,697,2500000,45,6,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
35,9100000,0,2,475,4000000,50,0,6,Konsumtif,Sewa,Swasta,S2/S3,Belum Menikah,Macet
43,7200000,2,1,624,7500000,19,0,6,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Lancar
43,10500000,5,1,850,4000000,50,7,12,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Macet
48,8000000,1,2,803,5000000,50,2,24,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Menikah,Lancar
41,3500000,7,1,850,3000000,31,6,6,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Macet
35,5900000,4,3,719,4000000,16,2,6,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
57,7300000,2,3,442,5000000,5,4,6,Konsumtif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
30,6600000,6,3,554,1500000,15,5,12,Konsumtif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Lancar
46,5800000,5,2,764,4000000,28,2,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Menikah,Lancar
48,5500000,2,1,300,2500000,16,1,6,Produktif,Milik Sendiri,Swasta,S2/S3,Belum Menikah,Lancar
22,6800000,5,4,850,3000000,43,5,6,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Macet
32,6900000,3,1,710,7500000,5,8,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Bercerai,Lancar
43,8900000,7,3,475,6000000,20,8,12,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Lancar
42,7200000,7,3,850,6000000,50,5,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
39,6800000,0,2,718,3500000,6,1,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
47,9100000,3,1,400,2000000,46,2,12,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
39,5200000,12,4,850,4500000,17,3,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
35,7400000,2,2,850,2500000,50,8,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Macet
42,6800000,2,0,554,2500000,5,0,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
26,8000000,6,3,824,3000000,15,6,6,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
37,6200000,5,1,850,5000000,50,7,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Macet
32,8000000,0,2,655,5500000,25,2,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
29,7800000,1,2,797,3000000,29,2,12,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
10,6500000,5,5,621,6000000,39,1,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Macet
41,5600000,6,4,487,3000000,25,1,12,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Lancar
17,2900000,0,5,426,4000000,50,3,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Macet
26,7500000,2,3,767,5500000,50,10,12,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
32,8900000,0,0,369,5500000,41,0,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Lancar
29,5700000,0,3,550,4000000,50,4,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Macet
28,9000000,7,1,367,7000000,50,8,6,Konsumtif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Lancar
41,5900000,5,3,814,4000000,20,0,6,Pendidikan,Sewa,Swasta,S2/S3,Bercerai,Lancar
35,7400000,2,3,741,4000000,47,4,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
36,6100000,0,2,482,4000000,28,1,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Macet
33,5200000,1,2,632,1500000,32,3,12,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
44,4600000,2,0,575,3500000,49,2,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
48,10100000,5,1,728,500000,34,2,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Menikah,Lancar
44,4600000,2,1,695,5000000,50,0,12,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Lancar
47,5900000,2,1,850,4000000,5,6,12,Konsumtif,Sewa,Swasta,S2/S3,Bercerai,Lancar
40,7800000,4,1,850,4000000,42,8,6,Konsumtif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Macet
45,10000000,3,2,523,2000000,50,7,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Menikah,Macet
41,9100000,1,2,419,2000000,30,2,6,Produktif,Sewa,Swasta,S2/S3,Belum Menikah,Macet
43,8400000,3,4,827,5500000,14,1,6,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
23,6400000,5,2,606,1000000,33,1,6,Konsumtif,Milik Sendiri,Swasta,S2/S3,Menikah,Macet
34,3000000,1,1,645,7000000,42,0,12,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Lancar
33,6300000,1,3,515,4500000,50,4,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Macet
30,7400000,5,2,577,5000000,46,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Macet
34,3000000,11,4,850,4500000,50,7,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
32,6900000,4,5,576,4500000,24,1,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Macet
27,8200000,1,2,617,5000000,50,5,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Macet
39,7600000,3,0,604,4500000,50,1,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
41,7300000,8,3,779,4500000,46,2,12,Konsumtif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
39,7400000,1,1,549,4500000,50,5,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
58,9200000,5,0,733,0,6,0,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
37,10000000,7,2,740,3500000,50,5,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
44,8600000,3,3,713,5000000,20,1,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
52,10800000,4,0,537,5000000,50,1,12,Produktif,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Macet
40,5500000,4,0,618,3500000,50,4,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
37,3900000,4,3,562,1500000,5,0,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Macet
