Usia,Pendapatan_Bulanan,Lama_Bekerja_Tahun,Jumlah_Tanggungan,Skor_Kredit_Internal,Jumlah_Pinjaman_Diminta,Rasio_Utang_Pendapatan,Jml_Keterlambatan_Bayar_12bln,Durasi_Pinjaman_Bulan,Tujuan_Pinjaman,Status_Kepemilikan_Rumah,Jenis_Pekerjaan,Pendidikan_Terakhir,Status_Pernikahan,Prediksi_Status_Pinjaman
38,8900000,5,1,640,4500000,33,4,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Lancar
29,5800000,2,3,593,5500000,50,6,12,Pendidikan,Sewa,Swasta,S2/S3,Menikah,Macet
31,2600000,6,4,606,3500000,31,4,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Macet
44,9900000,5,3,824,2000000,42,2,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Menikah,Lancar
44,2800000,3,2,428,6000000,9,1,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Macet
41,5900000,0,1,649,3000000,27,2,12,Produktif,Sewa,Pemerintahan,S2/S3,Bercerai,Lancar
36,7300000,8,4,837,3000000,50,7,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
34,10000000,3,5,850,5500000,45,8,6,Konsumtif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Macet
50,3700000,3,1,439,5500000,33,3,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Lancar
31,9600000,5,2,808,5000000,23,6,12,Konsumtif,Sewa,Swasta,S2/S3,Menikah,Lancar
52,8500000,8,2,850,4000000,47,3,12,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Lancar
40,10200000,0,1,382,6000000,40,2,12,Konsumtif,Milik Sendiri,Wiraswasta,S2/S3,Belum Menikah,Lancar
23,6400000,1,2,717,5000000,50,1,6,Konsumtif,Sewa,Swasta,S2/S3,Bercerai,Lancar
48,10800000,1,1,663,4500000,45,4,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
38,8400000,5,2,568,3500000,5,3,12,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
48,5600000,0,2,459,2500000,11,3,6,Konsumtif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
43,9600000,8,5,850,3000000,17,3,6,Pendidikan,Sewa,Swasta,S2/S3,Bercerai,Lancar
48,6400000,4,2,799,3500000,50,1,12,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Lancar
27,8200000,2,1,637,3000000,26,9,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
40,7300000,5,3,569,2500000,16,8,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Lancar
55,7200000,12,4,850,4000000,48,6,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
37,6700000,0,0,594,6000000,50,1,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
41,3000000,7,0,850,2500000,50,4,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
35,6700000,7,4,815,1000000,50,2,6,Pendidikan,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
36,4100000,0,2,672,2500000,50,0,12,Produktif,Sewa,Swasta,SMA/Sederajat,Menikah,Lancar
28,9400000,0,2,536,4500000,50,4,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Macet
42,6800000,7,3,828,4500000,50,4,6,Produktif,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
48,4400000,9,2,850,3000000,50,3,6,Pendidikan,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
37,10200000,9,1,643,2500000,50,6,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Lancar
32,5900000,0,1,582,6000000,35,1,12,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
40,7900000,16,6,850,7500000,47,7,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
36,3300000,3,0,300,2500000,20,1,6,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Menikah,Lancar
47,5600000,7,3,717,5500000,5,1,6,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Macet
33,6200000,3,2,300,2000000,21,3,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
38,6200000,8,3,760,4000000,6,1,6,Produktif,Milik Sendiri,Swasta,S2/S3,Menikah,Macet
34,9900000,1,3,459,3500000,47,0,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
22,6500000,0,1,402,4000000,50,4,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
36,5600000,5,2,742,5000000,50,1,12,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
25,3300000,2,2,674,3000000,50,3,12,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Lancar
29,3400000,3,3,649,6000000,50,3,6,Pendidikan,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
47,10400000,11,2,850,3500000,21,6,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Macet
29,8300000,2,4,502,2000000,45,1,6,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
43,11200000,13,4,850,3500000,26,3,6,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Lancar
56,11100000,10,1,850,4500000,5,1,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
33,8000000,1,0,493,3000000,26,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Lancar
44,6900000,2,1,329,3500000,38,2,6,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
28,7000000,1,1,509,3500000,50,0,12,Konsumtif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Lancar
31,9400000,2,1,672,2000000,36,2,6,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
41,6400000,4,2,749,4500000,21,1,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Lancar
55,7600000,2,4,388,2500000,39,2,12,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
40,10700000,2,3,642,4000000,5,0,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
38,8400000,8,4,850,6000000,50,7,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
38,10200000,6,0,850,5500000,50,7,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Macet
32,5500000,3,6,808,5000000,40,4,6,Konsumtif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Macet
44,8700000,6,2,792,2500000,50,0,12,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
39,6100000,5,3,740,7000000,5,7,12,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
38,5900000,3,1,660,2000000,45,3,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
32,8100000,4,3,608,5500000,27,0,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Macet
39,5400000,2,1,755,6000000,34,1,6,Produktif,Sewa,Pemerintahan,S2/S3,Bercerai,Lancar
20,5900000,1,0,383,2500000,50,3,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
46,6300000,7,4,602,3500000,10,6,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Lancar
35,10100000,6,4,760,2500000,20,5,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
37,4200000,1,2,564,4500000,12,0,6,Konsumtif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
23,7100000,6,0,850,6000000,50,3,12,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Macet
44,6600000,0,2,523,5000000,9,1,6,Konsumtif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
44,7400000,2,2,300,2500000,32,0,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Macet
64,6600000,1,3,629,5000000,33,2,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
41,6300000,0,1,730,2500000,50,5,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Menikah,Macet
36,10000000,5,4,808,2500000,50,4,12,Pendidikan,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Lancar
34,12700000,5,3,785,3000000,50,4,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
55,6400000,0,1,554,1500000,33,0,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
33,9700000,0,2,588,7000000,50,2,12,Produktif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Lancar
41,7700000,5,3,828,2000000,21,3,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
34,6800000,0,2,587,6000000,45,1,6,Pendidikan,Sewa,Swasta,S2/S3,Menikah,Lancar
35,7700000,2,1,674,4000000,50,6,12,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Macet
36,8900000,5,2,300,4500000,50,2,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
35,5300000,2,1,505,1500000,17,0,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Macet
37,8400000,1,2,382,4500000,29,0,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
24,6300000,2,0,480,4000000,34,5,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
31,5400000,1,2,617,5500000,5,1,12,Produktif,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
18,7200000,4,2,819,2000000,50,3,12,Konsumtif,Sewa,Swasta,Diploma/S1,Menikah,Macet
47,5900000,1,1,374,6000000,50,4,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Lancar
55,6500000,15,5,850,2500000,47,6,6,Pendidikan,Sewa,Swasta,S2/S3,Menikah,Lancar
23,5500000,6,2,792,4000000,16,5,12,Konsumtif,Sewa,Wiraswasta,S2/S3,Bercerai,Lancar
31,6000000,5,4,761,3500000,50,5,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
27,5600000,6,3,850,3500000,50,9,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Macet
44,8500000,5,2,727,4000000,50,7,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
39,7600000,6,1,836,4000000,27,3,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Macet
37,7200000,2,2,675,5000000,35,0,12,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Lancar
47,7300000,2,3,834,3500000,33,1,12,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
41,8800000,1,1,576,5500000,50,6,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Menikah,Macet
42,3600000,1,1,688,5500000,5,2,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
46,7900000,0,1,524,3000000,37,3,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Lancar
30,4900000,3,1,542,2500000,50,0,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Macet
27,6500000,3,2,631,2000000,50,2,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Macet
46,8600000,4,3,719,1500000,30,3,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Macet
18,5200000,7,1,707,1500000,50,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
37,8000000,6,2,686,4000000,50,5,6,Pendidikan,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
26,5700000,0,2,555,4500000,50,4,6,Produktif,Sewa,Swasta,S2/S3,Belum Menikah,Macet
25,6400000,13,6,850,3000000,50,5,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
32,5400000,4,0,578,6000000,50,6,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Lancar
34,6500000,1,4,370,2500000,17,1,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Macet
59,7100000,1,2,776,7000000,6,2,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
45,5300000,2,3,304,2500000,38,0,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Belum Menikah,Lancar
36,4600000,7,2,786,7500000,18,0,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Macet
29,5200000,11,3,850,2500000,5,3,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Macet
31,6200000,2,2,591,4500000,39,1,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Macet
37,8600000,2,0,546,2000000,25,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
44,3300000,9,3,850,4000000,50,6,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
23,6700000,5,2,754,3000000,50,3,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Macet
39,8900000,2,4,574,1000000,38,0,6,Produktif,Milik Sendiri,Swasta,S2/S3,Menikah,Macet
40,7200000,6,3,845,4000000,21,1,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Macet
46,7200000,1,2,393,4500000,28,3,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Lancar
38,4300000,1,0,736,3500000,50,4,6,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Macet
21,7000000,2,2,850,8000000,20,0,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
51,9500000,0,4,300,3500000,5,7,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
52,4200000,0,0,711,2000000,50,4,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Menikah,Macet
36,6300000,6,2,557,5000000,12,9,12,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
33,7700000,0,2,701,2500000,28,1,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
50,5600000,4,0,455,5000000,50,5,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
21,7800000,0,5,528,1000000,50,4,6,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Macet
33,6200000,2,4,467,2500000,50,0,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
49,8900000,2,1,592,2500000,35,2,6,Konsumtif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
35,2600000,3,0,300,5500000,50,4,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Lancar
62,8400000,0,3,633,3000000,50,1,12,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
37,9400000,0,2,646,6000000,50,4,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
38,6200000,2,4,318,3000000,38,1,6,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Macet
35,4100000,4,4,837,4500000,50,2,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Menikah,Lancar
46,6500000,2,3,631,4500000,44,2,6,Produktif,Milik Sendiri,Swasta,S2/S3,Belum Menikah,Macet
44,7000000,4,3,850,7500000,22,6,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Bercerai,Lancar
25,8400000,3,1,850,3500000,50,6,12,Produktif,Sewa,Swasta,SMA/Sederajat,Bercerai,Macet
39,7600000,3,1,582,4500000,50,0,24,Produktif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
37,8800000,4,2,509,4500000,50,5,6,Pendidikan,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Macet
25,7300000,3,2,599,5000000,22,1,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Macet
42,6100000,8,1,850,1000000,50,2,12,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
38,4100000,2,0,707,3500000,36,2,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Menikah,Lancar
36,7400000,1,0,537,5000000,50,2,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
27,7100000,3,1,478,5000000,50,9,6,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
33,4400000,2,1,605,4000000,21,2,6,Konsumtif,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
42,5300000,4,1,850,3000000,15,0,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
29,6600000,0,0,467,2000000,50,0,12,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
27,11700000,3,4,818,3000000,50,5,6,Konsumtif,Sewa,Swasta,S2/S3,Belum Menikah,Macet
40,4600000,7,3,850,4000000,23,5,6,Konsumtif,Milik Sendiri,Swasta,S2/S3,Menikah,Macet
46,9200000,1,2,496,6500000,46,2,12,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
38,8900000,11,3,816,5000000,24,5,12,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
17,8400000,2,5,544,1500000,50,3,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Macet
19,6000000,5,2,548,3500000,50,4,12,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Lancar
36,4200000,0,1,657,5000000,12,2,6,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
30,4700000,5,0,559,2500000,44,4,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
33,8600000,3,3,589,5000000,25,0,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
41,9700000,3,3,455,5500000,5,1,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
29,6400000,2,1,525,4000000,29,1,6,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Menikah,Lancar
47,8000000,3,2,753,4500000,35,0,12,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Lancar
28,6300000,3,0,307,2500000,50,5,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
48,8200000,1,2,371,2000000,26,7,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Lancar
32,10100000,3,2,850,3000000,50,8,12,Produktif,Sewa,Swasta,S2/S3,Bercerai,Macet
29,6700000,1,2,616,1500000,50,1,12,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
32,9200000,1,2,411,5000000,50,1,6,Produktif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
27,5900000,2,0,456,3000000,37,4,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
37,9800000,0,0,512,500000,47,1,6,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Menikah,Lancar
17,7100000,4,3,530,5000000,50,8,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Lancar
33,11700000,4,3,752,6500000,22,0,6,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
36,7500000,3,1,511,4500000,50,4,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Lancar
17,5300000,8,4,666,4000000,12,2,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
37,6800000,0,0,743,5000000,50,4,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Menikah,Macet
47,8100000,0,2,357,2000000,15,1,12,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
25,5500000,5,1,588,4000000,9,0,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Macet
29,11600000,3,4,692,3500000,50,2,12,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Macet
40,6500000,8,2,850,500000,6,1,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Macet
42,6700000,5,1,850,4500000,48,5,6,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
48,7900000,8,2,845,4000000,13,1,6,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Lancar
42,8600000,1,0,638,2500000,32,2,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Bercerai,Lancar
38,5300000,4,4,688,500000,32,0,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Macet
56,7300000,1,2,523,6000000,16,2,6,Produktif,Milik Sendiri,Swasta,S2/S3,Menikah,Lancar
43,6000000,4,0,850,4000000,39,8,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Macet
32,4700000,0,0,628,2500000,20,3,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
44,7100000,5,1,686,1500000,5,0,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Lancar
33,4600000,8,4,795,4500000,50,6,6,Pendidikan,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
53,6400000,8,1,844,3500000,14,1,6,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
32,9100000,4,3,695,5000000,50,4,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
40,9300000,2,1,678,5000000,46,0,12,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Lancar
38,8200000,6,0,830,4500000,50,3,12,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Macet
30,8800000,0,1,678,3500000,50,8,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
42,4200000,6,2,775,2500000,50,1,12,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Lancar
32,9100000,3,3,495,3500000,50,5,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
21,9300000,2,0,399,5000000,50,5,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
46,6400000,7,1,850,3000000,6,5,6,Konsumtif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Macet
46,8500000,0,0,591,4500000,20,0,6,Produktif,Sewa,Swasta,SMA/Sederajat,Menikah,Lancar
40,8100000,3,3,682,5000000,7,3,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
39,11000000,3,0,646,6000000,50,0,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
36,6200000,0,2,626,6500000,50,4,6,Pendidikan,Sewa,Swasta,S2/S3,Bercerai,Macet
14,6000000,6,4,623,5000000,33,0,6,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Macet
49,6500000,1,0,635,3000000,49,5,12,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Macet
41,5900000,0,2,529,3000000,25,2,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
24,7400000,0,3,600,2500000,50,3,6,Konsumtif,Sewa,Swasta,S2/S3,Belum Menikah,Macet
36,7100000,0,1,850,1000000,5,0,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
36,4800000,5,2,789,3000000,23,4,6,Konsumtif,Milik Sendiri,Swasta,S2/S3,Menikah,Macet
37,6100000,3,0,831,4500000,50,4,6,Produktif,Sewa,Pemerintahan,S2/S3,Bercerai,Macet
29,8400000,1,3,300,3000000,47,0,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
42,8100000,2,2,793,2500000,17,2,6,Produktif,Sewa,Swasta,S2/S3,Bercerai,Lancar
41,4900000,5,3,497,3000000,11,4,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
47,10000000,11,0,850,4500000,31,4,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
39,7100000,1,1,624,6000000,50,1,12,Produktif,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
33,10100000,4,3,670,1500000,24,3,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
46,7200000,4,1,623,2500000,10,0,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Macet
44,9700000,4,1,649,5000000,31,1,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Macet
39,4100000,11,5,850,5000000,31,2,6,Pendidikan,Sewa,Swasta,Diploma/S1,Menikah,Lancar
49,5800000,2,3,618,4500000,12,2,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
48,8700000,11,3,850,5500000,13,3,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Menikah,Lancar
46,6700000,5,1,751,2500000,49,3,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Menikah,Lancar
33,6900000,2,2,696,3500000,50,4,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
26,6300000,3,1,667,4500000,50,4,12,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Menikah,Macet
23,6600000,0,0,592,6000000,34,1,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
25,4400000,0,3,518,9000000,50,2,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Macet
42,7600000,5,0,666,4500000,5,1,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Macet
50,5400000,4,0,688,4000000,50,6,6,Produktif,Sewa,Swasta,SMA/Sederajat,Menikah,Macet
44,7000000,9,0,850,4500000,22,7,6,Produktif,Milik Sendiri,Swasta,S2/S3,Bercerai,Macet
25,4900000,5,1,850,3500000,43,7,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
47,7300000,1,2,537,3500000,7,2,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Lancar
26,4300000,3,1,763,1500000,35,0,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Macet
16,7100000,3,0,765,6500000,36,8,6,Produktif,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
39,7000000,1,0,300,2500000,50,4,12,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Lancar
