order_id,customer_tier,payment_method,num_items,order_value,customer_city,device_type,past_returns,account_age_days,shipping_speed,is_fraud
O1766,Platinum,COD,1,188454,,Desktop,3,109,express,No
O1767,Platinum,CoD,1,,surabaya,Mobile,2,684,express,No
O1768,silver,cod,4,351940,,Mobile,6,601,regular,No
O1769,Platinum,COD,1,210837,,DESKTOP,5,171,express,No
O1770,Silver,cod,1,384997,,Desktop,4,1291,express,No
O1771,Silver,CoD,2,417527,,mobile,0,576,express,No
O1772,Silver,CoD,4,285810,,mobile,3,1034,express,No
O1773,Silver,CoD,2,205585,,DESKTOP,0,1269,regular,No
O1774,silver,COD,5,410812,jakarta,mobile,5,551,regular,No
O1775,gold,cod,3,164341,,mobile,6,1268,express,No
O1776,Gold,CoD,4,477383,,Desktop,3,768,regular,No
O1777,silver,cod,3,470390,,Desktop,5,1059,express,No
O1778,Gold,CoD,2,194714,,Desktop,0,1262,regular,No
O1779,Platinum,CoD,4,79092,,mobile,5,508,express,No
O1780,Gold,CoD,5,455074,,Mobile,1,207,express,No
O1781,Platinum,cod,1,,Surabaya,Mobile,2,1421,regular,Yes
O1782,Platinum,cod,2,435620,,DESKTOP,4,196,express,No
O1783,Gold,COD,4,370896,,DESKTOP,6,1116,regular,No
O1784,silver,CoD,5,54586,,Desktop,0,860,express,No
O1785,gold,COD,2,233506,,Mobile,0,601,regular,No
O1786,Platinum,CoD,4,52325,,Desktop,1,675,regular,No
O1787,Gold,CoD,3,108843,,DESKTOP,0,124,regular,No
O1788,Silver,cod,4,467207,,mobile,4,767,express,Yes
O1789,gold,CoD,3,251027,,Mobile,,72,regular,No
O1790,Silver,COD,1,58274,,Desktop,4,1300,regular,No
O1791,Gold,cod,1,370990,,Mobile,1,174,regular,No
O1792,gold,CoD,2,374497,,DESKTOP,3,1473,regular,No
O1793,silver,CoD,1,398499,,Desktop,1,724,regular,No
O1794,Gold,CoD,2,244689,,mobile,5,617,express,No
O1795,gold,cod,1,405602,,DESKTOP,1,687,express,Yes
O1796,Gold,cod,2,,,Desktop,0,1005,regular,No
O1797,silver,COD,2,51244,,Desktop,2,1180,express,No
O1798,gold,cod,5,495773,,DESKTOP,2,1060,regular,No
O1799,Gold,CoD,1,328637,,Desktop,3,872,regular,No
O1800,silver,cod,2,166664,,DESKTOP,1,143,regular,Yes
O1801,silver,COD,1,182382,,Mobile,4,659,regular,No
O1802,silver,cod,3,164920,,Mobile,3,1181,express,No
O1803,silver,CoD,4,449204,,DESKTOP,3,288,regular,No
O1804,silver,COD,4,,,Mobile,,1349,express,No
O1805,Silver,CoD,3,488983,jakarta,Desktop,0,201,regular,No
O1806,Silver,COD,4,407067,,mobile,6,1270,express,Yes
O1807,gold,CoD,2,322534,,Desktop,1,708,express,No
O1808,silver,COD,5,398519,,mobile,3,255,regular,No
O1809,Silver,cod,4,467193,,Mobile,2,1030,regular,No
O1810,gold,cod,4,216364,,mobile,4,110,regular,Yes
O1811,Platinum,cod,4,131031,,DESKTOP,5,198,express,No
O1812,Gold,CoD,3,100155,,mobile,0,810,regular,No
O1813,Silver,cod,4,126262,Medan,DESKTOP,0,195,regular,No
O1814,silver,cod,5,385543,,DESKTOP,1,69,express,No
O1815,gold,CoD,5,340222,,mobile,0,370,regular,No
O1816,Silver,cod,3,166532,,Desktop,2,1362,regular,No
O1817,Silver,COD,2,119654,,DESKTOP,0,1189,regular,No
O1818,Platinum,CoD,3,251712,Medan,DESKTOP,5,1054,express,No
O1819,Platinum,cod,4,192156,,mobile,4,53,express,No
O1820,gold,COD,4,261072,jakarta,mobile,3,643,express,No
O1821,Gold,COD,5,64682,,DESKTOP,1,917,express,No
O1822,Silver,cod,2,77102,,DESKTOP,2,853,regular,No
O1823,Gold,COD,1,405566,,mobile,0,429,regular,No
O1824,Platinum,cod,5,53446,,DESKTOP,4,789,express,No
O1825,Platinum,COD,3,274316,,Mobile,4,1052,express,No
O1826,Gold,CoD,5,194270,,mobile,2,1319,regular,No
O1827,Gold,COD,3,281403,,DESKTOP,5,1310,regular,No
O1828,Platinum,COD,5,336318,,DESKTOP,1,1334,express,No
O1829,Gold,cod,1,412485,,mobile,3,1001,regular,No
O1830,Platinum,cod,5,446936,,Mobile,5,247,regular,No
O1831,gold,COD,3,209639,Medan,Mobile,6,743,express,No
O1832,silver,CoD,4,248635,,Desktop,0,1467,regular,No
O1833,Gold,cod,4,114333,,Mobile,4,843,express,No
O1834,silver,CoD,5,440109,,DESKTOP,4,721,express,Yes
O1835,gold,cod,3,60686,,mobile,3,497,express,No
O1836,Gold,COD,2,341793,,Mobile,5,597,regular,No
O1837,Platinum,cod,4,78533,,Desktop,3,849,express,No
O1838,silver,COD,4,261340,,DESKTOP,6,374,regular,No
O1839,silver,COD,5,168172,,mobile,4,654,express,No
O1840,Silver,cod,4,203842,,Desktop,3,657,express,No
O1841,gold,cod,2,364579,,DESKTOP,6,1193,regular,No
O1842,Platinum,COD,3,376958,,Desktop,3,529,express,No
O1843,Gold,CoD,5,485529,,Desktop,4,757,express,No
O1844,Silver,cod,4,195953,,Desktop,1,1386,express,No
O1845,gold,COD,3,272658,,DESKTOP,6,1204,express,No
O1846,Platinum,COD,4,90493,,mobile,1,726,regular,No
O1847,Platinum,CoD,1,477176,,Mobile,2,297,regular,No
O1848,Silver,cod,5,237418,,Desktop,6,690,express,No
O1849,gold,CoD,1,,,DESKTOP,5,968,regular,No
O1850,gold,cod,5,,,Desktop,1,367,express,No
O1851,gold,CoD,3,337665,,Desktop,6,722,regular,No
O1852,silver,cod,4,86146,surabaya,mobile,3,527,regular,No
O1853,silver,COD,2,209965,,mobile,2,972,express,No
O1854,silver,CoD,4,406580,,Mobile,0,712,express,No
O1855,silver,cod,1,415188,,mobile,4,13,regular,No
O1856,Silver,COD,1,54111,,Mobile,2,527,express,No
O1857,Gold,CoD,4,355538,,DESKTOP,2,1027,regular,No
O1858,silver,COD,1,,,Mobile,6,1219,express,No
O1859,gold,CoD,4,242066,,mobile,5,1035,regular,No
O1860,Silver,CoD,4,88293,,Mobile,3,149,express,No
O1861,Gold,CoD,5,263150,,Mobile,3,926,express,No
O1862,gold,cod,2,58839,,mobile,,528,express,No
O1863,Gold,CoD,3,165156,,DESKTOP,4,1112,express,No
O1864,silver,CoD,4,493021,,Desktop,0,158,express,No
O1865,Silver,COD,2,117237,,mobile,4,776,express,No
O1866,silver,cod,4,369067,,DESKTOP,1,1427,express,No
O1867,Gold,COD,3,378836,,Mobile,6,1002,regular,No
O1868,Gold,CoD,5,209965,,mobile,5,1490,express,No
O1869,gold,COD,5,352032,,DESKTOP,5,1314,regular,No
O1870,Platinum,CoD,4,404814,,DESKTOP,1,741,express,No
O1871,gold,COD,4,399714,,Mobile,2,105,regular,No
O1872,silver,cod,5,351916,,Mobile,1,497,regular,No
O1873,Silver,CoD,4,185752,,mobile,5,760,regular,No
O1874,Gold,CoD,2,358542,,DESKTOP,2,1305,regular,No
O1875,Silver,CoD,5,224631,,Mobile,5,813,regular,No
O1876,Platinum,CoD,2,155912,,Mobile,1,1086,regular,No
O1877,Gold,COD,5,73028,,mobile,4,908,regular,No
O1878,gold,cod,1,268450,,DESKTOP,2,853,express,No
O1879,gold,cod,1,265972,,DESKTOP,2,263,express,No
O1880,Platinum,COD,2,270716,,Desktop,,1241,express,No
O1881,silver,cod,1,56360,,Mobile,3,712,express,No
O1882,silver,COD,1,335270,,Mobile,4,975,express,No
O1883,Silver,cod,4,376978,,mobile,0,393,express,No
O1884,silver,COD,3,192703,,mobile,4,362,express,No
O1885,Gold,cod,1,108901,,Mobile,2,289,regular,No
O1886,Silver,cod,3,172699,,Desktop,0,1073,regular,No
O1887,Gold,COD,2,271122,,DESKTOP,2,118,express,Yes
O1888,gold,CoD,4,271122,,mobile,0,1185,regular,No
O1889,silver,CoD,1,439454,,Desktop,2,1118,express,No
O1890,silver,cod,4,139697,,DESKTOP,2,1390,regular,No
O1891,Gold,cod,5,61982,,mobile,4,1159,regular,No
O1892,gold,CoD,2,288785,,Mobile,5,210,express,No
O1893,Gold,CoD,2,172869,,DESKTOP,4,1243,regular,No
O1894,Gold,COD,1,414568,,Mobile,0,1337,express,No
O1895,gold,CoD,2,60686,,Mobile,3,696,express,No
O1896,Silver,COD,1,322575,,Mobile,0,1144,regular,No
O1897,Silver,cod,1,403374,,mobile,1,1084,regular,No
O1898,Gold,CoD,4,217787,,DESKTOP,6,940,express,Yes
O1899,Platinum,cod,1,471492,,DESKTOP,6,266,regular,No
O1900,silver,cod,1,293869,,mobile,1,707,express,No
O1901,silver,cod,3,163050,bandung,Mobile,4,1079,regular,No
O1902,Gold,CoD,1,249057,,Desktop,0,1343,express,No
O1903,silver,cod,2,168441,,DESKTOP,4,1297,express,No
O1904,gold,CoD,5,279670,,Mobile,4,1463,express,Yes
O1905,Platinum,CoD,4,214641,,Desktop,6,531,regular,No
O1906,Platinum,CoD,5,483601,,Desktop,5,155,regular,No
O1907,Gold,CoD,1,151167,,Mobile,2,1284,express,No
O1908,Gold,cod,2,346388,,DESKTOP,1,1037,regular,No
O1909,silver,cod,4,340222,,mobile,1,526,regular,No
O1910,Gold,CoD,1,134579,,mobile,1,1099,regular,No
O1911,Gold,cod,3,270081,,mobile,3,1205,regular,No
O1912,Silver,cod,3,489282,,Desktop,2,559,express,No
O1913,Silver,COD,4,240801,,DESKTOP,0,224,express,No
O1914,silver,cod,4,275209,jakarta,Mobile,3,1026,express,No
O1915,Platinum,CoD,1,498645,,DESKTOP,5,1028,regular,No
O1916,Gold,CoD,4,375072,,mobile,3,933,express,No
O1917,Gold,cod,1,271132,,Mobile,2,899,express,No
O1918,silver,CoD,5,464459,,mobile,5,147,express,No
O1919,Silver,CoD,5,144907,,DESKTOP,5,634,regular,Yes
O1920,gold,cod,3,209144,,DESKTOP,1,176,regular,No
O1921,Gold,COD,2,200722,,DESKTOP,6,453,regular,No
O1922,Gold,CoD,3,238968,,Desktop,2,803,express,No
O1923,Gold,CoD,2,158313,,mobile,5,1090,regular,No
O1924,Gold,COD,5,469461,,mobile,5,111,regular,No
O1925,Gold,CoD,4,336922,,Desktop,5,307,express,No
O1926,silver,CoD,5,300066,,mobile,,865,regular,Yes
O1927,Silver,COD,4,462657,,DESKTOP,0,375,regular,No
O1928,gold,COD,2,279524,,Mobile,3,1019,regular,No
O1929,gold,cod,3,218820,,mobile,5,436,express,No
O1930,Platinum,CoD,4,221432,,Mobile,6,359,regular,No
O1931,gold,cod,4,61561,,Mobile,3,83,express,No
O1932,Silver,CoD,3,222049,,DESKTOP,5,1086,express,No
O1933,Silver,CoD,3,362950,,Mobile,6,286,express,Yes
O1934,Platinum,cod,5,130580,,DESKTOP,1,523,regular,No
O1935,Gold,CoD,5,269300,surabaya,Desktop,0,606,express,No
O1936,Silver,cod,4,163301,,Desktop,1,329,express,No
O1937,Silver,cod,3,110909,,Mobile,3,58,express,No
O1938,silver,COD,5,103974,,mobile,2,726,regular,No
O1939,gold,cod,3,252807,,mobile,0,937,express,No
O1940,Silver,COD,1,293711,,Mobile,1,135,express,No
O1941,Silver,CoD,1,267783,,Mobile,6,987,express,No
O1942,Gold,cod,4,,Surabaya,mobile,3,752,regular,No
O1943,Silver,CoD,1,197265,,mobile,4,948,express,No
O1944,Platinum,CoD,4,62486,,DESKTOP,5,342,regular,No
O1945,Gold,CoD,2,341558,,Mobile,2,605,express,Yes
O1946,silver,COD,2,217022,,DESKTOP,1,1072,express,No
O1947,Platinum,CoD,4,301813,,Mobile,5,905,regular,No
O1948,Silver,cod,1,113823,,Mobile,3,53,regular,No
O1949,Platinum,COD,2,392683,,mobile,1,663,regular,No
O1950,Gold,COD,4,78301,,mobile,5,690,express,No
O1951,gold,CoD,5,419792,,Mobile,5,422,express,No
O1952,Silver,COD,4,158053,,Mobile,5,947,express,No
O1953,Platinum,COD,4,65745,,mobile,3,922,express,Yes
O1954,silver,COD,5,368235,,Mobile,6,624,express,No
O1955,Gold,CoD,3,188167,,mobile,5,1045,express,No
O1956,Gold,cod,3,242914,,DESKTOP,2,127,express,No
O1957,Silver,CoD,1,327203,,Mobile,5,889,express,No
O1958,silver,cod,5,241921,jakarta,mobile,6,196,express,No
O1959,Gold,COD,4,276888,,mobile,1,804,regular,No
O1960,Gold,COD,4,198020,,DESKTOP,0,1240,regular,No
O1961,Platinum,cod,1,420962,,Desktop,0,1221,express,No
O1962,gold,COD,4,272658,,mobile,0,541,regular,No
O1963,Gold,CoD,5,134192,,mobile,5,1307,express,No
O1964,Silver,cod,4,200830,,Desktop,2,164,regular,No
O1965,Silver,COD,4,96272,,mobile,0,1006,express,Yes
O1966,Platinum,COD,2,387066,,mobile,6,317,express,No
O1967,Gold,COD,2,411686,,mobile,,1434,express,No
O1968,Silver,CoD,3,64417,,DESKTOP,3,198,regular,Yes
O1969,gold,COD,1,206507,,mobile,6,48,express,No
O1970,Gold,cod,5,228404,,DESKTOP,0,86,express,Yes
O1971,Silver,COD,4,219490,,Desktop,6,717,regular,No
O1972,Gold,cod,4,327562,,DESKTOP,6,700,regular,No
O1973,gold,CoD,5,,,Desktop,6,848,express,Yes
O1974,Gold,CoD,3,476664,,mobile,1,508,regular,No
O1975,Gold,cod,1,164786,,Desktop,5,960,regular,No
O1976,Platinum,cod,4,78090,surabaya,Mobile,0,61,regular,No
O1977,gold,CoD,5,357724,Medan,DESKTOP,4,1310,regular,No
O1978,Silver,COD,5,368434,,DESKTOP,3,696,regular,No
O1979,Gold,cod,4,,,mobile,6,912,express,Yes
O1980,silver,cod,3,433118,,DESKTOP,3,1359,express,No
O1981,Gold,cod,5,129801,,mobile,1,1128,regular,Yes
O1982,Gold,COD,2,262515,,Mobile,0,1456,express,No
O1983,Silver,CoD,4,375992,,DESKTOP,2,183,express,No
O1984,Platinum,CoD,3,435580,,mobile,5,1442,regular,No
O1985,gold,cod,4,447423,,Mobile,1,271,express,No
O1986,Silver,COD,3,126177,,Desktop,0,179,regular,No
O1987,gold,CoD,4,,,Desktop,0,341,express,Yes
O1988,silver,CoD,1,,,Desktop,4,770,regular,No
O1989,Gold,cod,5,282595,,Mobile,0,941,regular,No
O1990,Silver,CoD,4,64417,,Mobile,4,1322,express,Yes
O1991,gold,cod,1,365145,,mobile,6,1103,express,No
O1992,Gold,CoD,1,346914,,Desktop,4,1206,express,No
O1993,silver,cod,5,299310,,mobile,4,64,express,No
O1994,Platinum,cod,1,195812,,DESKTOP,1,499,regular,No
O1995,Silver,COD,2,383921,,Desktop,4,914,express,No
O1996,gold,CoD,3,378771,,Mobile,4,718,regular,No
O1997,gold,COD,4,342043,,Desktop,4,1408,express,No
O1998,Platinum,COD,1,386145,,mobile,5,173,regular,No
O1999,Silver,CoD,3,68875,,Desktop,5,264,regular,No
O2000,Gold,COD,4,436084,,DESKTOP,,1039,express,No
O2001,Silver,COD,1,105202,,DESKTOP,5,237,express,No
O2002,Gold,CoD,1,283030,,mobile,0,1218,regular,Yes
O2003,gold,cod,3,286315,,Mobile,6,950,express,No
O2004,Silver,COD,1,114591,,DESKTOP,,967,express,No
O2005,Gold,CoD,4,411791,,DESKTOP,6,939,regular,No
O2006,gold,cod,3,370546,,DESKTOP,0,770,express,No
O2007,Silver,cod,3,325643,,DESKTOP,6,956,regular,No
O2008,gold,cod,3,265538,,Desktop,5,1057,express,No
O2009,Gold,CoD,2,147666,,mobile,2,1361,express,No
O2010,silver,COD,4,179434,,DESKTOP,6,40,regular,No
O2011,gold,cod,1,209455,,DESKTOP,5,822,express,No
O2012,Gold,CoD,4,142576,,Desktop,0,1479,regular,No
O2013,Silver,cod,1,260950,,DESKTOP,0,964,regular,No
O2014,silver,CoD,5,,,DESKTOP,3,1144,express,No
O2015,silver,COD,4,209223,,DESKTOP,0,562,express,Yes
O2016,Gold,COD,1,65781,,mobile,1,507,express,No
O2017,gold,CoD,2,252807,,Mobile,5,855,express,No
O2018,gold,cod,1,205372,,mobile,0,1448,express,Yes
O2019,silver,cod,2,80067,,DESKTOP,2,27,express,No
O2020,Platinum,COD,4,346787,,DESKTOP,5,346,express,Yes
O2021,Gold,COD,2,454857,,Desktop,1,1421,regular,Yes
O2022,gold,COD,1,439112,,Mobile,6,106,express,No
O2023,Platinum,COD,5,336708,,Desktop,5,456,express,No
O2024,gold,cod,2,278972,,mobile,6,130,express,No
O2025,Silver,COD,2,,,Mobile,3,664,regular,No
O2026,gold,cod,1,177607,,mobile,5,831,regular,No
O2027,Gold,cod,1,423159,,Desktop,1,1066,express,No
O2028,Silver,CoD,1,418424,,mobile,5,103,express,No
O2029,Gold,COD,4,128847,,DESKTOP,5,68,regular,Yes
O2030,silver,cod,5,178794,,mobile,6,780,regular,No
O2031,Platinum,COD,5,219197,,Mobile,0,1369,regular,No
O2032,gold,COD,5,477001,surabaya,mobile,2,1169,express,No
O2033,gold,CoD,2,320441,,Mobile,4,339,express,No
O2034,Platinum,COD,3,263684,,Mobile,6,663,express,No
O2035,Gold,cod,5,341780,,DESKTOP,2,1224,express,No
O2036,Silver,CoD,2,,,DESKTOP,2,1095,express,No
O2037,Silver,COD,5,219428,,Mobile,2,523,regular,No
O2038,Silver,cod,5,65745,,DESKTOP,5,835,express,No
O2039,gold,cod,4,167780,,mobile,0,545,regular,No
O2040,Platinum,cod,4,297127,,Mobile,5,1326,express,No
O2041,silver,CoD,5,60314,,Desktop,4,187,regular,Yes
O2042,silver,CoD,1,286903,,Desktop,,941,regular,Yes
O2043,Platinum,CoD,5,290849,,DESKTOP,0,358,regular,No
O2044,Silver,cod,5,102362,,Desktop,3,778,express,No
O2045,Silver,COD,2,380293,,Desktop,0,472,express,No
O2046,silver,CoD,4,139100,,mobile,3,1247,express,No
O2047,Platinum,CoD,3,457849,,DESKTOP,3,1372,express,Yes
O2048,gold,COD,1,120576,,DESKTOP,3,783,express,No
O2049,gold,cod,3,414082,,Desktop,4,275,regular,No
O2050,silver,cod,3,90493,,mobile,5,1060,regular,No
O2051,Platinum,COD,5,82252,,DESKTOP,4,458,express,No
O2052,Platinum,CoD,3,446325,,Mobile,5,742,express,No
O2053,Silver,CoD,4,62558,,Desktop,4,925,regular,No
O2054,Platinum,cod,4,321939,,mobile,,1276,regular,No
O2055,Gold,COD,5,,,Desktop,0,1095,express,Yes
O2056,Gold,COD,1,262102,,Desktop,2,1454,regular,Yes
O2057,silver,CoD,5,218820,,DESKTOP,1,1044,express,No
O2058,gold,cod,5,453441,surabaya,Desktop,3,91,express,No
O2059,Platinum,cod,1,173868,,DESKTOP,0,1402,express,No
O2060,gold,COD,1,404091,,mobile,5,1058,express,No
O2061,Silver,CoD,1,120831,,DESKTOP,5,629,regular,No
O2062,gold,cod,3,425146,,DESKTOP,1,506,regular,No
O2063,Platinum,COD,1,240616,,DESKTOP,5,986,regular,No
O2064,gold,CoD,2,279670,,DESKTOP,3,299,regular,No
O2065,silver,CoD,3,479508,,Mobile,3,1211,express,No
O2066,Gold,cod,4,376531,,Desktop,0,1002,express,Yes
O2067,Silver,COD,2,444363,,DESKTOP,6,640,express,No
O2068,silver,CoD,4,295111,,mobile,4,338,regular,No
O2069,silver,COD,2,235800,,Desktop,6,411,express,No
O2070,Silver,CoD,2,95264,bandung,Desktop,3,600,express,No
O2071,Platinum,COD,2,124925,,mobile,2,750,regular,No
O2072,gold,cod,4,250406,,Desktop,0,1290,express,No
O2073,silver,cod,4,283717,Bandung,mobile,6,316,regular,No
O2074,Gold,CoD,2,488452,,mobile,,436,express,No
O2075,Silver,cod,3,368934,,Mobile,,240,regular,No
O2076,Gold,CoD,4,104588,,DESKTOP,5,1130,regular,No
O2077,Silver,COD,4,248635,,Desktop,4,911,express,No
O2078,silver,COD,5,400288,,mobile,4,773,regular,No
O2079,Platinum,CoD,2,308231,,Mobile,2,334,regular,No
O2080,gold,CoD,5,134026,,Desktop,6,534,regular,No
O2081,Silver,COD,2,242082,,Desktop,0,414,regular,No
O2082,Platinum,CoD,4,110602,,DESKTOP,3,16,regular,No
O2083,gold,cod,5,72257,,mobile,4,228,express,No
O2084,silver,cod,4,400960,,DESKTOP,1,638,regular,No
O2085,silver,CoD,1,217465,,DESKTOP,1,105,regular,Yes
O2086,Platinum,CoD,2,428869,,Desktop,0,1410,express,No
O2087,Gold,COD,2,166532,,DESKTOP,,1050,regular,No
O2088,Silver,cod,1,208466,,Mobile,2,388,regular,No
O2089,Platinum,cod,3,376827,,Mobile,5,1052,regular,No
O2090,Silver,COD,1,438660,,Mobile,1,860,regular,No
O2091,gold,CoD,3,228404,,DESKTOP,6,791,regular,No
O2092,Platinum,cod,1,224631,,DESKTOP,4,688,regular,No
O2093,silver,COD,5,,,Mobile,6,947,express,No
O2094,Platinum,CoD,3,447747,,DESKTOP,4,533,express,No
O2095,Gold,cod,2,224086,,DESKTOP,1,908,express,No
O2096,gold,COD,5,453318,,mobile,,247,express,Yes
O2097,silver,cod,3,312108,,Desktop,6,1352,regular,No
O2098,Gold,CoD,4,289277,bandung,DESKTOP,5,869,regular,No
O2099,Gold,CoD,1,338397,,Mobile,4,1367,regular,No
O2100,Gold,CoD,1,412587,,Mobile,3,574,regular,No
O2101,Platinum,CoD,4,422615,Medan,mobile,4,850,express,No
O2102,silver,cod,3,75080,,Desktop,5,422,express,No
O2103,silver,cod,1,253758,,Desktop,4,712,regular,No
O2104,silver,COD,1,418424,,Desktop,2,1098,express,No
O2105,silver,COD,1,469281,,Mobile,1,695,express,No
O2106,silver,COD,3,97256,,DESKTOP,0,1499,express,No
O2107,Platinum,cod,1,160757,,mobile,5,566,express,No
O2108,gold,CoD,2,149346,,mobile,6,165,express,No
O2109,Platinum,cod,1,371530,,mobile,2,379,express,No
O2110,Gold,CoD,2,88161,bandung,Desktop,2,1279,regular,No
O2111,Gold,cod,1,123557,,mobile,4,221,express,No
O2112,gold,COD,5,264053,,mobile,4,1255,express,Yes
O2113,Silver,CoD,3,493411,,Mobile,5,1126,regular,No
O2114,Silver,COD,1,202802,,DESKTOP,1,357,regular,No
O2115,Platinum,cod,2,495932,,Mobile,,249,regular,No
O2116,Silver,CoD,3,301653,,DESKTOP,3,1164,express,No
O2117,Gold,cod,3,152553,Surabaya,Desktop,5,1296,regular,No
O2118,Silver,cod,4,491775,,mobile,4,1176,express,No
O2119,gold,COD,4,133639,,Desktop,0,1111,regular,No
O2120,silver,CoD,1,,,mobile,5,695,regular,No
O2121,gold,cod,1,376958,,DESKTOP,3,302,express,No
O2122,silver,cod,3,53841,,Mobile,4,258,regular,No
O2123,gold,cod,4,371072,,Desktop,6,1103,express,No
O2124,Platinum,COD,5,468906,,Desktop,5,1089,regular,Yes
O2125,Platinum,cod,1,265159,,DESKTOP,4,541,express,No
O2126,Platinum,cod,5,493480,,mobile,0,1328,regular,No
O2127,Silver,cod,5,286420,,Mobile,4,916,express,No
O2128,Gold,COD,4,376958,bandung,Mobile,3,921,express,No
O2129,Platinum,CoD,5,323656,,mobile,2,1327,express,No
O2130,Platinum,COD,2,,,mobile,1,316,regular,No
O2131,gold,COD,3,97003,,Mobile,6,437,express,No
O2132,silver,COD,1,370896,,DESKTOP,2,939,regular,No
O2133,Platinum,COD,5,,,mobile,6,1472,regular,No
O2134,gold,CoD,3,90493,,DESKTOP,2,84,regular,No
O2135,gold,cod,3,413202,bandung,DESKTOP,5,817,express,Yes
O2136,silver,COD,5,205839,,DESKTOP,4,1025,express,No
O2137,Gold,COD,2,323324,,mobile,5,791,regular,No
O2138,Silver,cod,5,452315,,Desktop,4,658,regular,No
O2139,Platinum,COD,4,414181,,DESKTOP,5,519,regular,No
O2140,gold,COD,1,461609,,DESKTOP,5,369,regular,No
O2141,Platinum,cod,1,124636,,mobile,3,1296,express,No
O2142,gold,CoD,4,302846,,DESKTOP,4,520,regular,No
O2143,Platinum,cod,1,80055,,mobile,2,1067,express,No
O2144,gold,CoD,1,453441,,mobile,5,1068,express,No
O2145,Gold,cod,2,,,DESKTOP,3,744,express,No
O2146,Platinum,CoD,5,122359,,Desktop,0,283,regular,No
O2147,Platinum,COD,5,291168,,DESKTOP,1,236,regular,No
O2148,gold,cod,4,307836,,mobile,4,1314,regular,No
O2149,silver,COD,1,260738,,DESKTOP,3,127,express,No
O2150,gold,COD,4,201219,,DESKTOP,4,523,regular,No
O2151,Platinum,cod,3,440843,,mobile,,1411,regular,No
O2152,Silver,cod,3,216556,,DESKTOP,1,1154,regular,No
O2153,Gold,COD,3,269420,,Mobile,4,236,regular,No
O2154,silver,cod,4,362785,,Mobile,2,530,express,No
O2155,gold,CoD,5,387218,,Mobile,0,204,express,No
O2156,gold,cod,5,366521,,DESKTOP,1,352,regular,No
O2157,Platinum,CoD,5,486334,,mobile,5,1015,regular,No
O2158,silver,COD,2,240400,,mobile,6,1243,regular,No
O2159,Gold,CoD,2,194270,,Mobile,1,1352,express,Yes
O2160,gold,CoD,5,230183,,mobile,6,1469,regular,No
O2161,gold,CoD,2,96380,,DESKTOP,1,1386,express,Yes
O2162,Gold,COD,4,217138,,DESKTOP,4,1085,regular,No
O2163,Silver,CoD,3,60803,,Desktop,6,313,express,No
O2164,Silver,CoD,5,187668,,mobile,5,1321,regular,Yes
O2165,Platinum,cod,4,199593,,Desktop,6,1335,regular,No
O2166,silver,CoD,3,488633,,Desktop,4,156,regular,No
O2167,Silver,CoD,2,86260,,DESKTOP,3,1213,express,No
O2168,Silver,CoD,2,126487,,DESKTOP,5,1160,express,No
O2169,silver,CoD,1,89458,,mobile,5,896,regular,No
O2170,silver,COD,4,479714,,DESKTOP,1,975,express,No
O2171,Platinum,cod,1,113823,,Mobile,3,1330,regular,No
O2172,Platinum,cod,4,76311,,Mobile,4,215,express,No
O2173,gold,cod,3,55576,Medan,Desktop,5,361,regular,No
O2174,Silver,CoD,5,155247,,Mobile,1,422,express,No
O2175,gold,COD,2,173868,,DESKTOP,2,248,regular,No
O2176,gold,CoD,4,495209,,Desktop,5,14,express,No
O2177,gold,CoD,1,324093,Bandung,DESKTOP,3,598,regular,No
O2178,Platinum,cod,1,244731,,mobile,4,758,express,No
O2179,gold,cod,1,115628,,Desktop,3,1274,regular,No
O2180,Silver,cod,4,78709,,Desktop,2,1190,express,Yes
O2181,Platinum,COD,1,305025,,mobile,6,61,express,No
O2182,silver,CoD,3,97255,,mobile,5,765,regular,No
O2183,silver,COD,4,174553,,DESKTOP,5,414,express,No
O2184,Platinum,CoD,1,434513,,Desktop,6,1002,express,No
O2185,gold,COD,3,378175,,Desktop,4,1120,express,No
O2186,silver,cod,2,138188,,DESKTOP,1,1317,regular,No
O2187,gold,CoD,2,164920,,Desktop,0,1438,express,No
O2188,Silver,cod,1,420488,,Desktop,3,708,express,No
O2189,Platinum,COD,1,73683,,mobile,5,1412,regular,No
O2190,Silver,cod,1,433118,,mobile,5,1361,regular,No
O2191,Gold,cod,3,276861,,DESKTOP,0,997,express,No
O2192,gold,CoD,3,464321,,Desktop,4,718,express,No
O2193,Gold,CoD,4,95492,,mobile,3,1492,express,No
O2194,silver,COD,2,480754,,Mobile,1,567,regular,No
O2195,Gold,COD,5,394268,,mobile,1,1239,express,No
O2196,Gold,cod,4,329514,,DESKTOP,3,761,express,No
O2197,gold,cod,1,498204,,Mobile,6,1450,express,No
O2198,Platinum,COD,3,294375,,mobile,4,1064,regular,No
O2199,gold,CoD,5,139100,,Desktop,4,930,express,No
O2200,Platinum,CoD,2,290647,,DESKTOP,0,792,express,No
O2201,Platinum,COD,5,278972,,Mobile,1,1446,regular,No
O2202,Gold,CoD,3,296864,,DESKTOP,6,939,regular,No
O2203,gold,COD,2,376978,,DESKTOP,6,29,regular,No
O2204,silver,cod,2,226181,,mobile,,326,regular,No
O2205,gold,COD,5,90462,,Mobile,2,639,regular,No
O2206,Gold,COD,1,,bandung,DESKTOP,5,625,express,No
